"Simple average house and mortage price statistics [note 1, 2, 3, 4, 5, 6, 7]",,,,,,,,,,,,,,,,,
This worksheet contains one table. Some cells refer to notes that can be found within the notes worksheet.,,,,,,,,,,,,,,,,,
Period,Region,Region code,New dwellings Price,New dwellings average advance,New dwellings average recorded income of borrowers,Other dwellings Price,Other dwellings average advance,Other dwellings average recorded income of borrowers,All dwellings Price,All dwellings average advance,All dwellings average recorded income of borrowers,First time buyers Price,First time buyers average advance,First time buyers average recorded income of borrowers,Former owner occupiers Price,Former owner occupiers average advance,Former owner occupiers average recorded income of borrowers
1995 Q2,London,E12000007,"82,000 ","65,000 ","29,000 ","87,000 ","65,000 ","30,000 ","88,000 ","65,000 ","31,000 ","66,000 ","59,000 ","25,000 ","119,000 ","73,000 ","39,000 "
1995 Q3,London,E12000007,"81,000 ","65,000 ","31,000 ","91,000 ","67,000 ","30,000 ","92,000 ","67,000 ","30,000 ","63,000 ","57,000 ","24,000 ","126,000 ","79,000 ","38,000 "
1995 Q4,London,E12000007,"80,000 ","60,000 ","28,000 ","90,000 ","64,000 ","29,000 ","90,000 ","64,000 ","29,000 ","63,000 ","56,000 ","24,000 ","125,000 ","74,000 ","37,000 "
1996 Q1,London,E12000007,"85,000 ","63,000 ","30,000 ","89,000 ","65,000 ","30,000 ","90,000 ","65,000 ","31,000 ","64,000 ","57,000 ","24,000 ","120,000 ","74,000 ","38,000 "
1996 Q2,London,E12000007,"105,000 ","79,000 ","36,000 ","87,000 ","66,000 ","30,000 ","89,000 ","67,000 ","31,000 ","65,000 ","59,000 ","25,000 ","116,000 ","77,000 ","39,000 "
1996 Q3,London,E12000007,"95,000 ","65,000 ","29,000 ","97,000 ","70,000 ","32,000 ","96,000 ","70,000 ","32,000 ","69,000 ","62,000 ","26,000 ","124,000 ","78,000 ","38,000 "
1996 Q4,London,E12000007,"112,000 ","74,000 ","32,000 ","100,000 ","73,000 ","32,000 ","100,000 ","73,000 ","32,000 ","70,000 ","63,000 ","27,000 ","131,000 ","83,000 ","39,000 "
1997 Q1,London,E12000007,"138,000 ","74,000 ","31,000 ","100,000 ","72,000 ","33,000 ","102,000 ","71,000 ","32,000 ","69,000 ","62,000 ","26,000 ","130,000 ","79,000 ","38,000 "
1997 Q2,London,E12000007,"111,000 ","81,000 ","38,000 ","104,000 ","74,000 ","33,000 ","105,000 ","75,000 ","34,000 ","69,000 ","63,000 ","26,000 ","139,000 ","85,000 ","41,000 "
1997 Q3,London,E12000007,"111,000 ","80,000 ","37,000 ","109,000 ","79,000 ","35,000 ","110,000 ","79,000 ","35,000 ","79,000 ","68,000 ","29,000 ","143,000 ","91,000 ","42,000 "
1997 Q4,London,E12000007,"119,000 ","81,000 ","37,000 ","104,000 ","75,000 ","33,000 ","104,000 ","75,000 ","33,000 ","77,000 ","65,000 ","27,000 ","134,000 ","85,000 ","40,000 "
1998 Q1,London,E12000007,"117,000 ","81,000 ","33,000 ","105,000 ","75,000 ","32,000 ","106,000 ","75,000 ","32,000 ","78,000 ","67,000 ","27,000 ","137,000 ","83,000 ","38,000 "
1998 Q2,London,E12000007,"126,000 ","91,000 ","39,000 ","115,000 ","82,000 ","36,000 ","115,000 ","83,000 ","37,000 ","90,000 ","75,000 ","31,000 ","148,000 ","92,000 ","43,000 "
1998 Q3,London,E12000007,"126,000 ","96,000 ","42,000 ","120,000 ","83,000 ","36,000 ","121,000 ","84,000 ","37,000 ","101,000 ","78,000 ","32,000 ","150,000 ","92,000 ","43,000 "
1998 Q4,London,E12000007,"133,000 ","101,000 ","45,000 ","119,000 ","84,000 ","36,000 ","119,000 ","85,000 ","36,000 ","91,000 ","72,000 ","29,000 ","152,000 ","100,000 ","44,000 "
1999 Q1,London,E12000007,"145,000 ","100,000 ","51,000 ","125,000 ","87,000 ","37,000 ","126,000 ","88,000 ","38,000 ","99,000 ","78,000 ","31,000 ","156,000 ","99,000 ","46,000 "
1999 Q2,London,E12000007,"192,000 ","130,000 ","56,000 ","134,000 ","93,000 ","40,000 ","137,000 ","95,000 ","41,000 ","116,000 ","90,000 ","37,000 ","167,000 ","100,000 ","47,000 "
1999 Q3,London,E12000007,"186,000 ","135,000 ","59,000 ","148,000 ","101,000 ","43,000 ","150,000 ","103,000 ","44,000 ","120,000 ","93,000 ","37,000 ","184,000 ","113,000 ","51,000 "
1999 Q4,London,E12000007,"185,000 ","127,000 ","51,000 ","149,000 ","102,000 ","41,000 ","151,000 ","103,000 ","41,000 ","121,000 ","94,000 ","36,000 ","185,000 ","113,000 ","47,000 "
2000 Q1,London,E12000007,"170,000 ","120,000 ","57,000 ","156,000 ","104,000 ","43,000 ","156,000 ","105,000 ","44,000 ","130,000 ","98,000 ","39,000 ","188,000 ","113,000 ","49,000 "
2000 Q2,London,E12000007,"209,000 ","135,000 ","59,000 ","165,000 ","112,000 ","43,000 ","167,000 ","113,000 ","44,000 ","122,000 ","96,000 ","36,000 ","218,000 ","132,000 ","53,000 "
2000 Q3,London,E12000007,"203,000 ","141,000 ","58,000 ","159,000 ","107,000 ","42,000 ","161,000 ","109,000 ","43,000 ","124,000 ","98,000 ","38,000 ","200,000 ","119,000 ","48,000 "
2000 Q4,London,E12000007,"260,000 ","163,000 ","55,000 ","165,000 ","117,000 ","46,000 ","170,000 ","119,000 ","46,000 ","125,000 ","99,000 ","37,000 ","215,000 ","139,000 ","56,000 "
2001 Q1,London,E12000007,"215,000 ","146,000 ","61,000 ","176,000 ","118,000 ","49,000 ","173,000 ","117,000 ","50,000 ","137,000 ","106,000 ","41,000 ","210,000 ","128,000 ","58,000 "
2001 Q2,London,E12000007,"208,000 ","153,000 ","54,000 ","189,000 ","126,000 ","48,000 ","184,000 ","125,000 ","47,000 ","141,000 ","111,000 ","41,000 ","224,000 ","138,000 ","53,000 "
2001 Q3,London,E12000007,"238,000 ","156,000 ","57,000 ","185,000 ","124,000 ","49,000 ","187,000 ","126,000 ","50,000 ","143,000 ","110,000 ","42,000 ","231,000 ","144,000 ","57,000 "
2001 Q4,London,E12000007,"207,000 ","159,000 ","64,000 ","182,000 ","120,000 ","48,000 ","183,000 ","122,000 ","48,000 ","144,000 ","114,000 ","42,000 ","219,000 ","132,000 ","53,000 "
2002 Q1,London,E12000007,"197,000 ","146,000 ","50,000 ","183,000 ","128,000 ","49,000 ","184,000 ","129,000 ","50,000 ","149,000 ","120,000 ","43,000 ","209,000 ","137,000 ","55,000 "
2002 Q2,London,E12000007,"233,000 ","156,000 ","60,000 ","203,000 ","137,000 ","52,000 ","206,000 ","138,000 ","54,000 ","163,000 ","126,000 ","45,000 ","231,000 ","146,000 ","58,000 "
2002 Q3,London,E12000007,"258,000 ","152,000 ","55,000 ","219,000 ","142,000 ","53,000 ","222,000 ","144,000 ","53,000 ","185,000 ","137,000 ","48,000 ","246,000 ","149,000 ","57,000 "
2002 Q4,London,E12000007,"249,000 ","190,000 ","76,000 ","209,000 ","140,000 ","54,000 ","210,000 ","142,000 ","55,000 ","178,000 ","134,000 ","49,000 ","227,000 ","148,000 ","57,000 "
2003 Q1,London,E12000007,"281,000 ","192,000 ","73,000 ","215,000 ","146,000 ","56,000 ","217,000 ","147,000 ","58,000 ","176,000 ","135,000 ","50,000 ","229,000 ","148,000 ","59,000 "
2003 Q2,London,E12000007,"319,000 ","215,000 ","102,000 ","218,000 ","146,000 ","54,000 ","224,000 ","149,000 ","56,000 ","181,000 ","138,000 ","48,000 ","245,000 ","152,000 ","60,000 "
2003 Q3,London,E12000007,"326,000 ","210,000 ","72,000 ","250,000 ","158,000 ","55,000 ","252,000 ","160,000 ","56,000 ","179,000 ","131,000 ","40,000 ","285,000 ","169,000 ","59,000 "
2003 Q4,London,E12000007,"314,000 ","221,000 ","69,000 ","252,000 ","163,000 ","56,000 ","254,000 ","166,000 ","57,000 ","187,000 ","139,000 ","43,000 ","280,000 ","172,000 ","59,000 "
2004 Q1,London,E12000007,"314,000 ","222,000 ","84,000 ","260,000 ","164,000 ","56,000 ","264,000 ","167,000 ","58,000 ","194,000 ","142,000 ","43,000 ","294,000 ","174,000 ","60,000 "
2004 Q2,London,E12000007,"319,000 ","225,000 ","70,000 ","274,000 ","175,000 ","59,000 ","277,000 ","176,000 ","60,000 ","204,000 ","151,000 ","46,000 ","303,000 ","181,000 ","63,000 "
2004 Q3,London,E12000007,"309,000 ","215,000 ","63,000 ","276,000 ","178,000 ","54,000 ","281,000 ","179,000 ","55,000 ","211,000 ","157,000 ","45,000 ","306,000 ","186,000 ","60,000 "
2004 Q4,London,E12000007,"300,000 ","210,000 ","77,000 ","265,000 ","174,000 ","51,000 ","269,000 ","174,000 ","53,000 ","207,000 ","153,000 ","43,000 ","294,000 ","181,000 ","58,000 "
2005 Q1,London,E12000007,"307,000 ","195,000 ","73,000 ","270,000 ","176,000 ","55,000 ","273,000 ","175,000 ","56,000 ","208,000 ","151,000 ","44,000 ","299,000 ","184,000 ","64,000 "
2005 Q2,London,E12000007,"330,000 ","228,000 ","74,000 ","282,000 ","188,000 ","57,000 ","287,000 ","189,000 ","58,000 ","217,000 ","160,000 ","46,000 ","311,000 ","198,000 ","66,000 "
2005 Q3,London,E12000007,"326,000 ","221,000 ","75,000 ","294,000 ","198,000 ","62,000 ","296,000 ","197,000 ","63,000 ","223,000 ","170,000 ","51,000 ","326,000 ","206,000 ","70,000 "
2005 Q4,London,E12000007,"294,000 ","218,000 ","83,000 ","273,000 ","196,000 ","69,000 ","274,000 ","196,000 ","70,000 ","216,000 ","176,000 ","57,000 ","328,000 ","216,000 ","81,000 "
2006 Q1,London,E12000007,"276,000 ","188,000 ","73,000 ","294,000 ","204,000 ","75,000 ","293,000 ","204,000 ","75,000 ","229,000 ","182,000 ","60,000 ","348,000 ","223,000 ","87,000 "
2006 Q2,London,E12000007,"288,000 ","184,000 ","72,000 ","304,000 ","212,000 ","77,000 ","303,000 ","211,000 ","77,000 ","238,000 ","190,000 ","63,000 ","356,000 ","229,000 ","88,000 "
2006 Q3,London,E12000007,"267,000 ","174,000 ","64,000 ","317,000 ","218,000 ","78,000 ","315,000 ","216,000 ","78,000 ","241,000 ","192,000 ","62,000 ","376,000 ","236,000 ","90,000 "
2006 Q4,London,E12000007,"277,000 ","182,000 ","68,000 ","313,000 ","217,000 ","76,000 ","311,000 ","216,000 ","76,000 ","240,000 ","193,000 ","61,000 ","369,000 ","234,000 ","87,000 "
2007 Q1,London,E12000007,"271,000 ","178,000 ","63,000 ","336,000 ","235,000 ","84,000 ","333,000 ","233,000 ","83,000 ","250,000 ","201,000 ","64,000 ","398,000 ","258,000 ","97,000 "
2007 Q2,London,E12000007,"284,000 ","185,000 ","65,000 ","343,000 ","240,000 ","84,000 ","340,000 ","237,000 ","83,000 ","258,000 ","206,000 ","64,000 ","405,000 ","261,000 ","97,000 "
2007 Q3,London,E12000007,"250,000 ","155,000 ","56,000 ","361,000 ","247,000 ","84,000 ","355,000 ","242,000 ","82,000 ","268,000 ","210,000 ","64,000 ","424,000 ","267,000 ","97,000 "
2007 Q4,London,E12000007,"255,000 ","158,000 ","57,000 ","347,000 ","238,000 ","79,000 ","341,000 ","233,000 ","78,000 ","259,000 ","203,000 ","61,000 ","407,000 ","257,000 ","92,000 "
2008 Q1,London,E12000007,"259,000 ","160,000 ","58,000 ","350,000 ","236,000 ","81,000 ","345,000 ","231,000 ","79,000 ","255,000 ","198,000 ","59,000 ","418,000 ","259,000 ","96,000 "
2008 Q2,London,E12000007,"293,000 ","183,000 ","69,000 ","359,000 ","240,000 ","84,000 ","355,000 ","236,000 ","83,000 ","271,000 ","206,000 ","64,000 ","422,000 ","260,000 ","98,000 "
2008 Q3,London,E12000007,"261,000 ","149,000 ","60,000 ","366,000 ","229,000 ","86,000 ","360,000 ","224,000 ","84,000 ","272,000 ","192,000 ","63,000 ","426,000 ","248,000 ","101,000 "
2008 Q4,London,E12000007,"243,000 ","153,000 ","58,000 ","351,000 ","207,000 ","81,000 ","346,000 ","205,000 ","80,000 ","252,000 ","173,000 ","57,000 ","417,000 ","229,000 ","98,000 "
2009 Q1,London,E12000007,"249,000 ","145,000 ","56,000 ","330,000 ","196,000 ","74,000 ","327,000 ","194,000 ","74,000 ","234,000 ","155,000 ","53,000 ","410,000 ","228,000 ","92,000 "
2009 Q2,London,E12000007,"204,000 ","122,000 ","57,000 ","330,000 ","194,000 ","73,000 ","323,000 ","190,000 ","72,000 ","243,000 ","157,000 ","54,000 ","392,000 ","218,000 ","88,000 "
2009 Q3,London,E12000007,"205,000 ","116,000 ","54,000 ","361,000 ","213,000 ","80,000 ","352,000 ","207,000 ","78,000 ","267,000 ","171,000 ","58,000 ","427,000 ","239,000 ","96,000 "
2009 Q4,London,E12000007,"229,000 ","133,000 ","59,000 ","357,000 ","211,000 ","77,000 ","350,000 ","207,000 ","76,000 ","273,000 ","175,000 ","60,000 ","422,000 ","237,000 ","92,000 "
2010 Q1,London,E12000007,"234,000 ","141,000 ","56,000 ","385,000 ","222,000 ","82,000 ","380,000 ","219,000 ","81,000 ","290,000 ","184,000 ","63,000 ","455,000 ","249,000 ","97,000 "
2010 Q2,London,E12000007,"264,000 ","144,000 ","60,000 ","388,000 ","228,000 ","83,000 ","381,000 ","224,000 ","82,000 ","297,000 ","190,000 ","64,000 ","456,000 ","253,000 ","98,000 "
2010 Q3,London,E12000007,"272,000 ","135,000 ","73,000 ","402,000 ","237,000 ","86,000 ","397,000 ","233,000 ","85,000 ","302,000 ","193,000 ","66,000 ","478,000 ","266,000 ","102,000 "
2010 Q4,London,E12000007,"253,000 ","141,000 ","57,000 ","388,000 ","235,000 ","84,000 ","380,000 ","231,000 ","82,000 ","285,000 ","191,000 ","62,000 ","464,000 ","267,000 ","100,000 "
2011 Q1,London,E12000007,"257,000 ","141,000 ","49,000 ","409,000 ","244,000 ","86,000 ","401,000 ","240,000 ","84,000 ","296,000 ","196,000 ","63,000 ","491,000 ","278,000 ","102,000 "
2011 Q2,London,E12000007,"295,000 ","167,000 ","59,000 ","398,000 ","240,000 ","84,000 ","396,000 ","240,000 ","84,000 ","303,000 ","203,000 ","66,000 ","481,000 ","273,000 ","101,000 "
2011 Q3,London,E12000007,"301,000 ","169,000 ","62,000 ","411,000 ","248,000 ","84,000 ","414,000 ","251,000 ","85,000 ","318,000 ","210,000 ","67,000 ","491,000 ","283,000 ","100,000 "
2011 Q4,London,E12000007,"349,000 ","205,000 ","75,000 ","390,000 ","240,000 ","81,000 ","395,000 ","244,000 ","82,000 ","298,000 ","203,000 ","62,000 ","476,000 ","278,000 ","99,000 "
2012 Q1,London,E12000007,"327,000 ","196,000 ","72,000 ","381,000 ","237,000 ","79,000 ","384,000 ","239,000 ","80,000 ","296,000 ","205,000 ","65,000 ","469,000 ","272,000 ","95,000 "
2012 Q2,London,E12000007,"335,000 ","207,000 ","72,000 ","419,000 ","258,000 ","87,000 ","422,000 ","259,000 ","89,000 ","331,000 ","227,000 ","71,000 ","494,000 ","286,000 ","103,000 "
2012 Q3,London,E12000007,"313,000 ","193,000 ","70,000 ","426,000 ","260,000 ","88,000 ","429,000 ","262,000 ","90,000 ","331,000 ","228,000 ","73,000 ","513,000 ","291,000 ","104,000 "
2012 Q4,London,E12000007,"328,000 ","201,000 ","73,000 ","408,000 ","253,000 ","85,000 ","407,000 ","252,000 ","85,000 ","313,000 ","217,000 ","68,000 ","496,000 ","285,000 ","102,000 "
2013 Q1,London,E12000007,"357,000 ","213,000 ","72,000 ","399,000 ","249,000 ","85,000 ","405,000 ","254,000 ","87,000 ","310,000 ","214,000 ","67,000 ","502,000 ","294,000 ","107,000 "
2013 Q2,London,E12000007,"384,000 ","234,000 ","86,000 ","421,000 ","263,000 ","86,000 ","427,000 ","266,000 ","89,000 ","342,000 ","237,000 ","73,000 ","523,000 ","299,000 ","106,000 "
2013 Q3,London,E12000007,"341,000 ","214,000 ","78,000 ","446,000 ","275,000 ","89,000 ","449,000 ","277,000 ","92,000 ","346,000 ","239,000 ","73,000 ","560,000 ","319,000 ","112,000 "
2013 Q4,London,E12000007,"365,000 ","230,000 ","79,000 ","429,000 ","274,000 ","86,000 ","430,000 ","275,000 ","86,000 ","334,000 ","237,000 ","71,000 ","536,000 ","317,000 ","104,000 "
2014 Q1,London,E12000007,"423,000 ","261,000 ","90,000 ","447,000 ","283,000 ","87,000 ","452,000 ","287,000 ","89,000 ","347,000 ","245,000 ","71,000 ","570,000 ","333,000 ","109,000 "
2014 Q2,London,E12000007,"511,000 ","302,000 ","113,000 ","476,000 ","302,000 ","88,000 ","479,000 ","304,000 ","91,000 ","374,000 ","262,000 ","74,000 ","594,000 ","349,000 ","109,000 "
2014 Q3,London,E12000007,"441,000 ","264,000 ","94,000 ","497,000 ","309,000 ","91,000 ","490,000 ","305,000 ","93,000 ","376,000 ","262,000 ","75,000 ","614,000 ","352,000 ","112,000 "
2014 Q4,London,E12000007,"467,000 ","287,000 ","109,000 ","458,000 ","290,000 ","87,000 ","457,000 ","290,000 ","88,000 ","356,000 ","250,000 ","72,000 ","573,000 ","336,000 ","107,000 "
2015 Q1,London,E12000007,"477,000 ","283,000 ","96,000 ","476,000 ","304,000 ","92,000 ","477,000 ","303,000 ","92,000 ","361,000 ","252,000 ","71,000 ","619,000 ","365,000 ","118,000 "
2015 Q2,London,E12000007,"527,000 ","321,000 ","114,000 ","495,000 ","319,000 ","96,000 ","499,000 ","319,000 ","98,000 ","376,000 ","269,000 ","78,000 ","636,000 ","375,000 ","121,000 "
2015 Q3,London,E12000007,"459,000 ","276,000 ","93,000 ","555,000 ","347,000 ","105,000 ","547,000 ","340,000 ","104,000 ","398,000 ","281,000 ","82,000 ","696,000 ","400,000 ","126,000 "
2015 Q4,London,E12000007,"472,000 ","295,000 ","95,000 ","545,000 ","343,000 ","102,000 ","533,000 ","339,000 ","101,000 ","395,000 ","281,000 ","81,000 ","676,000 ","400,000 ","122,000 "
2016 Q1,London,E12000007,"454,000 ","282,000 ","96,000 ","573,000 ","365,000 ","109,000 ","561,000 ","357,000 ","108,000 ","414,000 ","291,000 ","84,000 ","703,000 ","419,000 ","129,000 "
2016 Q2,London,E12000007,"462,000 ","291,000 ","92,000 ","514,000 ","333,000 ","93,000 ","508,000 ","328,000 ","93,000 ","404,000 ","287,000 ","79,000 ","671,000 ","392,000 ","115,000 "
2016 Q3,London,E12000007,"458,000 ","280,000 ","89,000 ","542,000 ","350,000 ","99,000 ","535,000 ","344,000 ","98,000 ","417,000 ","294,000 ","82,000 ","689,000 ","409,000 ","119,000 "
2016 Q4,London,E12000007,"499,000 ","289,000 ","92,000 ","537,000 ","344,000 ","97,000 ","532,000 ","338,000 ","96,000 ","420,000 ","289,000 ","79,000 ","678,000 ","401,000 ","118,000 "
2017 Q1,London,E12000007,"448,000 ","258,000 ","88,000 ","541,000 ","345,000 ","98,000 ","526,000 ","331,000 ","96,000 ","412,000 ","275,000 ","76,000 ","677,000 ","406,000 ","124,000 "
2017 Q2,London,E12000007,"488,000 ","287,000 ","94,000 ","554,000 ","356,000 ","101,000 ","543,000 ","344,000 ","100,000 ","431,000 ","291,000 ","82,000 ","690,000 ","415,000 ","124,000 "
2017 Q3,London,E12000007,"453,000 ","269,000 ","87,000 ","562,000 ","361,000 ","103,000 ","548,000 ","349,000 ","100,000 ","429,000 ","293,000 ","81,000 ","694,000 ","417,000 ","124,000 "
2017 Q4,London,E12000007,"501,000 ","293,000 ","94,000 ","531,000 ","345,000 ","96,000 ","526,000 ","338,000 ","95,000 ","418,000 ","284,000 ","80,000 ","664,000 ","406,000 ","115,000 "
2018 Q1,London,E12000007,"452,000 ","267,000 ","85,000 ","545,000 ","354,000 ","98,000 ","530,000 ","340,000 ","96,000 ","421,000 ","286,000 ","79,000 ","682,000 ","414,000 ","120,000 "
2018 Q2,London,E12000007,"495,000 ","285,000 ","91,000 ","550,000 ","359,000 ","101,000 ","541,000 ","347,000 ","99,000 ","436,000 ","296,000 ","81,000 ","688,000 ","418,000 ","125,000 "
2018 Q3,London,E12000007,"479,000 ","275,000 ","86,000 ","565,000 ","371,000 ","104,000 ","553,000 ","357,000 ","102,000 ","436,000 ","302,000 ","82,000 ","715,000 ","434,000 ","129,000 "
2018 Q4,London,E12000007,"483,000 ","272,000 ","84,000 ","537,000 ","354,000 ","99,000 ","528,000 ","341,000 ","96,000 ","422,000 ","289,000 ","77,000 ","681,000 ","415,000 ","123,000 "
2019 Q1,London,E12000007,"460,000 ","257,000 ","80,000 ","533,000 ","357,000 ","100,000 ","520,000 ","339,000 ","96,000 ","420,000 ","285,000 ","77,000 ","670,000 ","419,000 ","124,000 "
2019 Q2,London,E12000007,"482,000 ","272,000 ","87,000 ","546,000 ","371,000 ","104,000 ","534,000 ","352,000 ","101,000 ","431,000 ","295,000 ","81,000 ","691,000 ","440,000 ","132,000 "
2019 Q3,London,E12000007,"463,000 ","263,000 ","87,000 ","567,000 ","382,000 ","107,000 ","550,000 ","363,000 ","104,000 ","429,000 ","299,000 ","82,000 ","719,000 ","453,000 ","135,000 "
2019 Q4,London,E12000007,"477,000 ","274,000 ","88,000 ","562,000 ","375,000 ","104,000 ","549,000 ","360,000 ","101,000 ","433,000 ","301,000 ","81,000 ","707,000 ","440,000 ","128,000 "
2020 Q1,London,E12000007,"473,000 ","266,000 ","88,000 ","567,000 ","384,000 ","108,000 ","551,000 ","364,000 ","104,000 ","436,000 ","302,000 ","82,000 ","724,000 ","457,000 ","138,000 "
2020 Q2,London,E12000007,"447,000 ","264,000 ","85,000 ","559,000 ","385,000 ","107,000 ","540,000 ","364,000 ","103,000 ","433,000 ","305,000 ","83,000 ","719,000 ","462,000 ","137,000 "
2020 Q3,London,E12000007,"483,000 ","282,000 ","92,000 ","633,000 ","423,000 ","120,000 ","607,000 ","399,000 ","115,000 ","481,000 ","332,000 ","92,000 ","785,000 ","495,000 ","149,000 "
2020 Q4,London,E12000007,"482,000 ","276,000 ","85,000 ","627,000 ","420,000 ","117,000 ","603,000 ","396,000 ","112,000 ","478,000 ","328,000 ","89,000 ","772,000 ","488,000 ","144,000 "
2021 Q1,London,E12000007,"458,000 ","259,000 ","87,000 ","615,000 ","409,000 ","115,000 ","594,000 ","389,000 ","111,000 ","476,000 ","328,000 ","90,000 ","740,000 ","465,000 ","137,000 "
2021 Q2,London,E12000007,"469,000 ","268,000 ","84,000 ","625,000 ","411,000 ","117,000 ","604,000 ","392,000 ","113,000 ","478,000 ","326,000 ","90,000 ","770,000 ","479,000 ","142,000 "
2021 Q3,London,E12000007,"419,000 ","238,000 ","76,000 ","642,000 ","422,000 ","119,000 ","609,000 ","395,000 ","112,000 ","449,000 ","309,000 ","85,000 ","863,000 ","533,000 ","157,000 "
2021 Q4,London,E12000007,"457,000 ","259,000 ","82,000 ","632,000 ","413,000 ","113,000 ","604,000 ","388,000 ","108,000 ","449,000 ","307,000 ","82,000 ","865,000 ","526,000 ","152,000 "
2022 Q1,London,E12000007,"464,000 ","262,000 ","84,000 ","641,000 ","426,000 ","117,000 ","614,000 ","402,000 ","112,000 ","470,000 ","324,000 ","86,000 ","852,000 ","529,000 ","156,000 "
2022 Q2,London,E12000007,"471,000 ","271,000 ","81,000 ","650,000 ","440,000 ","122,000 ","620,000 ","413,000 ","115,000 ","478,000 ","330,000 ","88,000 ","858,000 ","550,000 ","162,000 "
2022 Q3,London,E12000007,"449,000 ","260,000 ","83,000 ","674,000 ","452,000 ","125,000 ","638,000 ","421,000 ","118,000 ","490,000 ","343,000 ","92,000 ","877,000 ","548,000 ","161,000 "
2022 Q4,London,E12000007,"426,000 ","243,000 ","81,000 ","616,000 ","416,000 ","116,000 ","582,000 ","384,000 ","110,000 ","461,000 ","320,000 ","88,000 ","798,000 ","500,000 ","148,000 "
